template_id,node_id,parent_node,field,field_order,kind,column,type,table,slot,container,key_column,parent,row_id,map_key,owner
characters_format_06,0.2,0,name_color,2,cell,name_color,str,,,,,,,,
characters_format_06,0.3,0,role,3,cell,role,str,,,,,,,,
characters_format_06,0.4,0,affinity,4,cell,affinity,bool,,,,,,,,
characters_format_06,0.5,0,alive_flag,5,cell,alive_flag,NoneType,,,,,,,,
characters_format_06,0.6,0,expressions,6,children,,,CharacterExpressions,expressions,list,,,,,
characters_format_06,0.7,0,base_body,7,cell,base_body,NoneType,,,,,,,,
characters_format_06,0.8,0,enter_sfx,8,cell,enter_sfx,NoneType,,,,,,,,
characters_format_06,0.9,0,exit_sfx,9,cell,exit_sfx,NoneType,,,,,,,,
cocktail_tags_format_01,0,,,0,object,,,,,,,,,,CocktailTags
cocktail_tags_format_01,0.0,0,id,0,cell,id,str,,,,,,,,
cocktail_tags_format_01,0.1,0,ko,1,cell,ko,str,,,,,,,,
cocktail_tags_format_01,0.2,0,en,2,cell,en,str,,,,,,,,
cocktail_tags_format_01,0.3,0,category,3,cell,category,str,,,,,,,,
recipes_format_01,0,,,0,object,,,,,,,,,,Recipes
recipes_format_01,0.0,0,action,0,cell,action,str,,,,,,,,
recipes_format_01,0.1,0,ingredient,1,cell,ingredient,str,,,,,,,,
recipes_format_01,0.2,0,qty,2,cell,qty,float,,,,,,,,
recipes_format_01,0.3,0,unit,3,cell,unit,str,,,,,,,,
recipes_format_01,0.4,0,is_core,4,cell,is_core,bool,,,,,,,,
recipes_format_01,0.5,0,scored,5,cell,scored,bool,,,,,,,,
recipes_format_01,0.6,0,auto_apply,6,cell,auto_apply,bool,,,,,,,,
recipes_format_02,0,,,0,object,,,,,,,,,,Recipes
recipes_format_02,0.0,0,action,0,cell,action,str,,,,,,,,
recipes_format_02,0.1,0,ingredient,1,cell,ingredient,str,,,,,,,,
recipes_format_02,0.2,0,qty,2,cell,qty,int,,,,,,,,
recipes_format_02,0.3,0,unit,3,cell,unit,str,,,,,,,,
recipes_format_02,0.4,0,is_core,4,cell,is_core,bool,,,,,,,,
recipes_format_02,0.5,0,scored,5,cell,scored,bool,,,,,,,,
recipes_format_02,0.6,0,auto_apply,6,cell,auto_apply,bool,,,,,,,,
cocktails_format_01,0,,,0,object,,,,,,,,,,Cocktails
cocktails_format_01,0.0,0,id,0,cell,id,str,,,,,,,,
cocktails_format_01,0.1,0,name,1,object,,,,,,,,,,
cocktails_format_01,0.1.0,0.1,ko,0,cell,name.ko,str,,,,,,,,
cocktails_format_01,0.1.1,0.1,en,1,cell,name.en,str,,,,,,,,
cocktails_format_01,0.2,0,status,2,cell,status,str,,,,,,,,
cocktails_format_01,0.3,0,price,3,cell,price,int,,,,,,,,
cocktails_format_01,0.4,0,abv,4,cell,abv,float,,,,,,,,
cocktails_format_01,0.5,0,glass,5,cell,glass,str,,,,,,,,
cocktails_format_01,0.6,0,target_mix_method,6,cell,target_mix_method,str,,,,,,,,
cocktails_format_01,0.7,0,target_prep_action,7,cell,target_prep_action,NoneType,,,,,,,,
cocktails_format_01,0.8,0,mix,8,cell,mix,str,,,,,,,,
cocktails_format_01,0.9,0,prep,9,cell,prep,NoneType,,,,,,,,
cocktails_format_01,0.10,0,garnish,10,cell,garnish,NoneType,,,,,,,,
cocktails_format_01,0.11,0,color,11,cell,color,str,,,,,,,,
cocktails_format_01,0.12,0,color2,12,cell,color2,NoneType,,,,,,,,
cocktails_format_01,0.13,0,mixing_ice,13,cell,mixing_ice,str,,,,,,,,
cocktails_format_01,0.14,0,serving_ice,14,cell,serving_ice,str,,,,,,,,
cocktails_format_01,0.15,0,tags,15,children,,,CocktailTags,tags,list,,,,,
cocktails_format_01,0.16,0,flavor,16,object,,,,,,,,,,
cocktails_format_01,0.16.0,0.16,ko,0,cell,flavor.ko,str,,,,,,,,
cocktails_format_01,0.16.1,0.16,en,1,cell,flavor.en,str,,,,,,,,
cocktails_format_01,0.17,0,recipe_desc,17,object,,,,,,,,,,
cocktails_format_01,0.17.0,0.17,ko,0,cell,recipe_desc.ko,str,,,,,,,,
cocktails_format_01,0.17.1,0.17,en,1,cell,recipe_desc.en,str,,,,,,,,
cocktails_format_01,0.18,0,unlock_day,18,cell,unlock_day,int,,,,,,,,
cocktails_format_01,0.19,0,unlock_when,19,cell,unlock_when,NoneType,,,,,,,,
cocktails_format_01,0.20,0,time_limit_sec,20,cell,time_limit_sec,int,,,,,,,,
cocktails_format_01,0.21,0,recipe,21,children,,,Recipes,recipe,list,,,,,
cocktails_format_01,0.22,0,sprite,22,cell,sprite,str,,,,,,,,
cocktails_format_01,0.23,0,serve_sprite,23,cell,serve_sprite,str,,,,,,,,
cocktails_format_02,0,,,0,object,,,,,,,,,,Cocktails
cocktails_format_02,0.0,0,id,0,cell,id,str,,,,,,,,
cocktails_format_02,0.1,0,name,1,object,,,,,,,,,,
cocktails_format_02,0.1.0,0.1,ko,0,cell,name.ko,str,,,,,,,,
cocktails_format_02,0.1.1,0.1,en,1,cell,name.en,str,,,,,,,,
cocktails_format_02,0.2,0,status,2,cell,status,str,,,,,,,,
cocktails_format_02,0.3,0,price,3,cell,price,int,,,,,,,,
cocktails_format_02,0.4,0,abv,4,cell,abv,float,,,,,,,,
cocktails_format_02,0.5,0,glass,5,cell,glass,str,,,,,,,,
cocktails_format_02,0.6,0,target_mix_method,6,cell,target_mix_method,str,,,,,,,,
cocktails_format_02,0.7,0,target_prep_action,7,cell,target_prep_action,str,,,,,,,,
cocktails_format_02,0.8,0,mix,8,cell,mix,str,,,,,,,,
cocktails_format_02,0.9,0,prep,9,cell,prep,str,,,,,,,,
cocktails_format_02,0.10,0,garnish,10,cell,garnish,NoneType,,,,,,,,
cocktails_format_02,0.11,0,color,11,cell,color,str,,,,,,,,
cocktails_format_02,0.12,0,color2,12,cell,color2,NoneType,,,,,,,,
cocktails_format_02,0.13,0,mixing_ice,13,cell,mixing_ice,str,,,,,,,,
cocktails_format_02,0.14,0,serving_ice,14,cell,serving_ice,str,,,,,,,,
cocktails_format_02,0.15,0,tags,15,children,,,CocktailTags,tags,list,,,,,
cocktails_format_02,0.16,0,flavor,16,object,,,,,,,,,,
cocktails_format_02,0.16.0,0.16,ko,0,cell,flavor.ko,str,,,,,,,,
cocktails_format_02,0.16.1,0.16,en,1,cell,flavor.en,str,,,,,,,,
cocktails_format_02,0.17,0,recipe_desc,17,object,,,,,,,,,,
cocktails_format_02,0.17.0,0.17,ko,0,cell,recipe_desc.ko,str,,,,,,,,
cocktails_format_02,0.17.1,0.17,en,1,cell,recipe_desc.en,str,,,,,,,,
cocktails_format_02,0.18,0,unlock_day,18,cell,unlock_day,int,,,,,,,,
cocktails_format_02,0.19,0,unlock_when,19,cell,unlock_when,NoneType,,,,,,,,
cocktails_format_02,0.20,0,time_limit_sec,20,cell,time_limit_sec,int,,,,,,,,
cocktails_format_02,0.21,0,recipe,21,children,,,Recipes,recipe,list,,,,,
cocktails_format_02,0.22,0,sprite,22,cell,sprite,str,,,,,,,,
cocktails_format_02,0.23,0,serve_sprite,23,cell,serve_sprite,str,,,,,,,,
cocktails_format_03,0,,,0,object,,,,,,,,,,Cocktails
cocktails_format_03,0.0,0,id,0,cell,id,str,,,,,,,,
cocktails_format_03,0.1,0,name,1,object,,,,,,,,,,
cocktails_format_03,0.1.0,0.1,ko,0,cell,name.ko,str,,,,,,,,
cocktails_format_03,0.1.1,0.1,en,1,cell,name.en,str,,,,,,,,
cocktails_format_03,0.2,0,status,2,cell,status,str,,,,,,,,
cocktails_format_03,0.3,0,price,3,cell,price,int,,,,,,,,
cocktails_format_03,0.4,0,abv,4,cell,abv,float,,,,,,,,
cocktails_format_03,0.5,0,glass,5,cell,glass,str,,,,,,,,
cocktails_format_03,0.6,0,target_mix_method,6,cell,target_mix_method,str,,,,,,,,
cocktails_format_03,0.7,0,target_prep_action,7,cell,target_prep_action,NoneType,,,,,,,,
cocktails_format_03,0.8,0,mix,8,cell,mix,str,,,,,,,,
cocktails_format_03,0.9,0,prep,9,cell,prep,NoneType,,,,,,,,
cocktails_format_03,0.10,0,garnish,10,cell,garnish,NoneType,,,,,,,,
cocktails_format_03,0.11,0,color,11,cell,color,str,,,,,,,,
cocktails_format_03,0.12,0,color2,12,cell,color2,str,,,,,,,,
cocktails_format_03,0.13,0,mixing_ice,13,cell,mixing_ice,str,,,,,,,,
cocktails_format_03,0.14,0,serving_ice,14,cell,serving_ice,str,,,,,,,,
cocktails_format_03,0.15,0,tags,15,children,,,CocktailTags,tags,list,,,,,
cocktails_format_03,0.16,0,flavor,16,object,,,,,,,,,,
cocktails_format_03,0.16.0,0.16,ko,0,cell,flavor.ko,str,,,,,,,,
cocktails_format_03,0.16.1,0.16,en,1,cell,flavor.en,str,,,,,,,,
cocktails_format_03,0.17,0,recipe_desc,17,object,,,,,,,,,,
cocktails_format_03,0.17.0,0.17,ko,0,cell,recipe_desc.ko,str,,,,,,,,
cocktails_format_03,0.17.1,0.17,en,1,cell,recipe_desc.en,str,,,,,,,,
cocktails_format_03,0.18,0,unlock_day,18,cell,unlock_day,int,,,,,,,,
cocktails_format_03,0.19,0,unlock_when,19,cell,unlock_when,NoneType,,,,,,,,
cocktails_format_03,0.20,0,time_limit_sec,20,cell,time_limit_sec,int,,,,,,,,
cocktails_format_03,0.21,0,recipe,21,children,,,Recipes,recipe,list,,,,,
cocktails_format_03,0.22,0,sprite,22,cell,sprite,str,,,,,,,,
cocktails_format_03,0.23,0,serve_sprite,23,cell,serve_sprite,str,,,,,,,,
cutscenes_format_01,0,,,0,object,,,,,,,,,,Cutscenes
cutscenes_format_01,0.0,0,id,0,cell,id,str,,,,,,,,
cutscenes_format_01,0.1,0,kind,1,cell,kind,str,,,,,,,,
cutscenes_format_01,0.2,0,resource_key,2,cell,resource_key,str,,,,,,,,
cutscenes_format_01,0.3,0,note,3,cell,note,str,,,,,,,,
days_format_01,0,,,0,object,,,,,,,,,,Days
days_format_01,0.0,0,day,0,cell,day,int,,,,,,,,
days_format_01,0.1,0,start_phase,1,cell,start_phase,str,,,,,,,,
days_format_01,0.2,0,bgm_street,2,cell,bgm_street,str,,,,,,,,
days_format_01,0.3,0,bgm_bar,3,cell,bgm_bar,str,,,,,,,,
days_format_01,0.4,0,upkeep_gold,4,cell,upkeep_gold,int,,,,,,,,
days_format_01,0.5,0,note,5,cell,note,str,,,,,,,,
days_format_01,0.6,0,label,6,object,,,,,,,,,,
days_format_01,0.6.0,0.6,ko,0,cell,label.ko,str,,,,,,,,
days_format_01,0.6.1,0.6,en,1,cell,label.en,str,,,,,,,,
dossier_format_01,0,,,0,object,,,,,,,,,,Dossier
dossier_format_01,0.0,0,character_id,0,cell,character_id,str,,,,,,,,
dossier_format_01,0.1,0,min_affinity,1,cell,min_affinity,int,,,,,,,,
dossier_format_01,0.2,0,kind,2,cell,kind,str,,,,,,,,
dossier_format_01,0.3,0,when,3,cell,when,NoneType,,,,,,,,
dossier_format_01,0.4,0,text,4,object,,,,,,,,,,
dossier_format_01,0.4.0,0.4,ko,0,cell,text.ko,str,,,,,,,,
dossier_format_01,0.4.1,0.4,en,1,cell,text.en,str,,,,,,,,
dossier_format_02,0,,,0,object,,,,,,,,,,Dossier
dossier_format_02,0.0,0,character_id,0,cell,character_id,str,,,,,,,,
dossier_format_02,0.1,0,min_affinity,1,cell,min_affinity,int,,,,,,,,
dossier_format_02,0.2,0,kind,2,cell,kind,str,,,,,,,,
dossier_format_02,0.3,0,when,3,cell,when,str,,,,,,,,
dossier_format_02,0.4,0,text,4,object,,,,,,,,,,
dossier_format_02,0.4.0,0.4,ko,0,cell,text.ko,str,,,,,,,,
dossier_format_02,0.4.1,0.4,en,1,cell,text.en,str,,,,,,,,
endings_format_01,0,,,0,object,,,,,,,,,,Endings
endings_format_01,0.0,0,priority,0,cell,priority,int,,,,,,,,
endings_format_01,0.1,0,id,1,cell,id,str,,,,,,,,
endings_format_01,0.2,0,when,2,cell,when,str,,,,,,,,
endings_format_01,0.3,0,scene_id,3,cell,scene_id,str,,,,,,,,
endings_format_01,0.4,0,note,4,cell,note,str,,,,,,,,
endings_format_02,0,,,0,object,,,,,,,,,,Endings
endings_format_02,0.0,0,priority,0,cell,priority,int,,,,,,,,
endings_format_02,0.1,0,id,1,cell,id,str,,,,,,,,
endings_format_02,0.2,0,when,2,cell,when,NoneType,,,,,,,,
endings_format_02,0.3,0,scene_id,3,cell,scene_id,str,,,,,,,,
endings_format_02,0.4,0,note,4,cell,note,str,,,,,,,,
field_animations_format_01,0,,,0,object,,,,,,,,,,FieldAnimations
field_animations_format_01,0.0,0,character_id,0,cell,character_id,str,,,,,,,,
field_animations_format_01,0.1,0,action,1,cell,action,str,,,,,,,,
field_animations_format_01,0.2,0,resource_key,2,cell,resource_key,str,,,,,,,,
field_animations_format_01,0.3,0,status,3,cell,status,str,,,,,,,,
field_animations_format_01,0.4,0,note,4,cell,note,str,,,,,,,,
guest_parts_format_01,0,,,0,object,,,,,,,,,,GuestParts
guest_parts_format_01,0.0,0,id,0,cell,id,str,,,,,,,,
guest_parts_format_01,0.1,0,gender,1,cell,gender,str,,,,,,,,
guest_parts_format_01,0.2,0,personalities,2,children,,,GuestPersonalities,personalities,list,,,,,
guest_parts_format_01,0.3,0,mode,3,cell,mode,str,,,,,,,,
guest_parts_format_01,0.4,0,sprite,4,cell,sprite,str,,,,,,,,
guest_parts_format_01,0.5,0,emotions,5,cell,emotions,NoneType,,,,,,,,
guest_parts_format_01,0.6,0,parts,6,cell,parts,NoneType,,,,,,,,
guest_parts_format_01,0.7,0,weight,7,cell,weight,int,,,,,,,,
guest_exclusions_format_01,0,,,0,object,,,,,,,,,,GuestExclusions
guest_exclusions_format_01,0.0,0,a,0,cell,a,str,,,,,,,,
guest_exclusions_format_01,0.1,0,b,1,cell,b,str,,,,,,,,
guest_settings_format_01,0,,,0,object,,,,,,,,,,GuestSettings
guest_settings_format_01,0.0,0,bodies,0,children,,,GuestParts,bodies,list,,,,,
guest_settings_format_01,0.1,0,outfits,1,children,,,GuestParts,outfits,list,,,,,
guest_settings_format_01,0.2,0,outerwears,2,children,,,GuestParts,outerwears,list,,,,,
guest_settings_format_01,0.3,0,necklaces,3,children,,,GuestParts,necklaces,list,,,,,
guest_settings_format_01,0.4,0,eyes,4,children,,,GuestParts,eyes,list,,,,,
guest_settings_format_01,0.5,0,eyebrows,5,children,,,GuestParts,eyebrows,list,,,,,
guest_settings_format_01,0.6,0,mouths,6,children,,,GuestParts,mouths,list,,,,,
guest_settings_format_01,0.7,0,hairs,7,children,,,GuestParts,hairs,list,,,,,
guest_settings_format_01,0.8,0,arm_accessories,8,children,,,GuestParts,arm_accessories,list,,,,,
guest_settings_format_01,0.9,0,defaults,9,object,,,,,,,,,,
guest_settings_format_01,0.9.0,0.9,m,0,object,,,,,,,,,,
guest_settings_format_01,0.9.0.0,0.9.0,body,0,cell,defaults.m.body,str,,,,,,,,
guest_settings_format_01,0.9.0.1,0.9.0,outfit,1,cell,defaults.m.outfit,str,,,,,,,,
guest_settings_format_01,0.9.0.2,0.9.0,eyes,2,cell,defaults.m.eyes,str,,,,,,,,
guest_settings_format_01,0.9.0.3,0.9.0,eyebrows,3,cell,defaults.m.eyebrows,str,,,,,,,,
guest_settings_format_01,0.9.0.4,0.9.0,mouth,4,cell,defaults.m.mouth,str,,,,,,,,
guest_settings_format_01,0.9.0.5,0.9.0,hair,5,cell,defaults.m.hair,str,,,,,,,,
guest_settings_format_01,0.9.0.6,0.9.0,outerwear,6,cell,defaults.m.outerwear,NoneType,,,,,,,,
guest_settings_format_01,0.9.0.7,0.9.0,necklace,7,cell,defaults.m.necklace,NoneType,,,,,,,,
guest_settings_format_01,0.9.0.8,0.9.0,arm_accessory,8,cell,defaults.m.arm_accessory,NoneType,,,,,,,,
guest_settings_format_01,0.9.1,0.9,f,1,object,,,,,,,,,,
